site,date,flue,is_flue_drought,cluster,NR_B1,NR_B2,NR_B3,NR_B4,NR_B5,NR_B6,NR_B7,LST,t2m_era5,ssrd_era5,pcwd_era5,vegtype
CZ-wet,2008-07-10,1.040419734690004,FALSE,cLS,NA,0.3621,0.0288,NA,0.3493,0.2029,NA,295.81132507,290.679626464844,13019576,5.8067551485616,WET
CZ-wet,2008-07-11,1.0003303329241024,FALSE,cLS,0.05322,NA,NA,0.0719,NA,NA,0.09122666666666666,300.88998415000003,294.770629882812,26933380,9.44322674754905,WET
CZ-wet,2008-07-12,1.0044467510122288,FALSE,cLS,0.0531,0.324,0.027,0.0633,0.2919,0.1968,NA,294.53332620666663,291.711761474609,15280594,0.820456469063531,WET
CZ-wet,2008-07-13,1.007256625233637,FALSE,cLS,NA,0.3182,NA,NA,0.2857,NA,0.1002,288.33932698999996,289.339721679688,11348330,0,WET
CZ-wet,2008-07-14,1.0049880867434082,FALSE,cLS,0.0527,0.318,0.0268,0.0631,0.2847,0.1964,NA,287.0433258066667,286.993804931641,7987676,2.68757602967878,WET
CZ-wet,2008-07-16,1.003551865308977,FALSE,cLS,0.047,0.3112,0.026880000000000005,0.0606,NA,NA,0.08898,NA,292.173706054688,19663472,9.25147739098214,WET
CZ-wet,2008-07-17,0.998107016071057,FALSE,cLS,NA,NA,0.02486,0.0606,0.30551333333333336,0.1899,NA,NA,287.246124267578,6180476,7.06377264273716,WET
CZ-wet,2008-07-18,1.0090193769749798,FALSE,cLS,0.051859999999999996,NA,0.02844,0.0605,0.29464666666666667,0.1897,0.08241333333333332,289.9499928799999,288.242218017578,18965172,5.56537838185194,WET
CZ-wet,2008-07-19,0.9940211317180716,FALSE,cLS,NA,0.3098,NA,NA,0.30361999999999995,NA,0.09184666666666665,299.7933288566666,291.233489990234,23302546,8.98577815222168,WET
CZ-wet,2008-07-20,1.040475081087764,FALSE,cLS,0.10814444444444445,0.299,NA,0.0907,0.388348275862069,32767,0.20926206896551727,296.84065959,291.562622070312,22813018,11.721925680965,WET
CZ-wet,2008-07-21,1.0079030261061226,FALSE,cLS,0.09532222222222222,0.299,0.04217777777777778,0.0903,0.3446379310344828,32767,NA,292.00865783333336,286.99951171875,21630512,14.6136669439429,WET
CZ-wet,2008-07-22,1.018069765197527,FALSE,cLS,0.03514,NA,0.01886,0.0511,0.26554666666666665,0.1847,0.06036666666666667,287.92466024000004,285.537292480469,14861460,9.0072362804448,WET
CZ-wet,2008-07-23,1.015815229964831,FALSE,cLS,0.039,NA,0.0227,0.0586,0.3005,NA,0.0873,NA,287.588195800781,14001854,10.9410600049512,WET
CZ-wet,2008-07-24,0.9934368387067628,FALSE,cLS,NA,0.352,0.0228,0.059,0.3006,0.1868,0.0876,NA,288.135223388672,5703876,9.90623528087114,WET
CZ-wet,2008-07-25,0.99065573745743,FALSE,cLS,0.0384,0.3765,0.0225,NA,0.3128,0.207,0.0835,295.5006601933334,291.247772216797,12481424,8.50971373981024,WET
CZ-wet,2008-07-26,1.0110588967828913,FALSE,cLS,NA,0.3764,0.0224,0.0607,0.3128,0.2069,0.0832,296.49599406333334,293.230621337891,21211268,11.6016089133431,WET
CZ-wet,2008-07-27,1.0286188012435924,FALSE,cLS,0.0382,NA,NA,0.0607,0.3127,0.2067,0.0828,297.8199921,293.995574951172,25165002,15.2956051846592,WET
CZ-wet,2008-07-28,1.048876835868011,FALSE,cLS,0.0368,0.3919,0.022,NA,0.3282,0.213,0.0788,NA,293.651306152344,24565478,18.9898302065263,WET
CZ-wet,2008-07-29,1.0051539230396285,FALSE,cLS,0.0368,0.3911,0.022,0.0611,0.3274,NA,0.0786,302.56999205,295.096710205078,25681600,22.6836290551775,WET
CZ-wet,2008-07-30,0.999736075492532,FALSE,cLS,0.0376,0.4077,0.0226,NA,0.3455,0.2187,0.0819,302.82998655,294.715911865234,20906004,24.7145078842451,WET
CZ-wet,2008-08-02,0.9964571465250772,FALSE,cLS,0.0389,0.4099,NA,0.0634,0.3457,0.2178,NA,NA,293.000579833984,14310600,29.6733373679848,WET
CZ-wet,2008-08-03,1.0239230958632386,FALSE,cLS,0.0389,0.4098,0.0231,0.0634,0.3457,0.2177,0.0826,NA,292.987762451172,19770922,32.5558050646601,WET
CZ-wet,2008-08-04,1.0641484213831771,FALSE,cLS,0.0393,NA,0.0232,NA,0.3492,NA,0.0833,NA,293.124206542969,13763042,33.3168089358749,WET
CZ-wet,2008-08-05,1.0861330486944565,FALSE,cLS,NA,0.4084,0.0248,0.0637,0.3486,NA,0.0836,293.9400024,291.316589355469,16995874,36.3645552047902,WET
CZ-wet,2008-08-06,1.06150643743503,FALSE,cLS,0.0418,NA,0.0249,0.0638,NA,0.2177,NA,300.67999269999996,292.604217529297,22940500,39.5648273819254,WET
CZ-wet,2008-08-07,1.0184227310229246,FALSE,cLS,0.0444,0.4075,0.0272,0.0642,NA,NA,0.0833,NA,294.675689697266,24529414,42.7549256560819,WET
CZ-wet,2008-08-08,1.024311950861525,FALSE,cLS,0.0462,NA,0.0285,NA,0.3629,0.2103,NA,NA,292.232147216797,15567948,0,WET
CZ-wet,2008-08-09,1.0478217232955445,FALSE,cLS,0.0462,0.423,0.0286,0.0658,0.3621,0.2084,NA,290.67465819666666,289.268402099609,14327086,0.818598256212879,WET
CZ-wet,2008-08-10,1.0831008215995228,FALSE,cLS,0.0482,0.4263,0.0299,0.0664,NA,0.2188,0.0909,295.65799254666666,291.073333740234,14936984,3.65125483437299,WET
CZ-wet,2008-08-11,1.0582672892464604,FALSE,cLS,0.0469,0.4101,0.0292,0.0644,0.361,0.2079,0.0878,NA,293.791961669922,22741940,5.55280895018737,WET
CZ-wet,2008-08-12,1.0276172583296013,FALSE,cLS,0.0457,0.4049,0.0282,0.0651,0.3565,0.2062,0.0851,303.41998290000004,295.259643554688,22402368,5.34257562388381,WET
CZ-wet,2008-08-13,1.0691247186343429,FALSE,cLS,NA,0.4036,0.0281,0.065,0.3551,0.2054,NA,290.22999368333336,289.929534912109,7014806,7.94374181888642,WET
CZ-wet,2008-08-14,1.0097363090486522,FALSE,cLS,NA,NA,0.0284,0.065,0.3535,0.2045,0.0844,299.5899963,292.143371582031,15867288,10.0169717471538,WET
CZ-wet,2008-08-15,1.0090624096792589,FALSE,cLS,NA,0.3802,0.0318,NA,0.3411,0.1945,0.0841,288.1406606033334,289.220550537109,8121758,5.86164435324692,WET
CZ-wet,2008-08-16,1.0113972181709894,FALSE,cLS,0.0527,0.3666,0.0323,0.0675,0.3278,0.1894,0.0781,NA,284.219909667969,2421278,0,WET
CZ-wet,2008-08-18,1.0352755262355178,FALSE,cLS,NA,0.3643,0.0319,0.0672,0.3248,NA,NA,293.69999695,290.233551025391,18731234,5.84737641690157,WET
CZ-wet,2008-08-19,1.006752301818553,FALSE,cLS,NA,0.3651,0.0318,0.0674,0.3233,0.1884,NA,NA,293.30859375,22634126,9.04714717823904,WET
CZ-wet,2008-08-20,1.0104545217578758,FALSE,cLS,NA,NA,NA,0.0663,0.325,0.1891,0.078,290.3339925166666,290.163635253906,11495614,10.5784863679745,WET
CZ-wet,2008-08-21,1.0078901083166836,FALSE,cLS,0.0463,0.3718,0.0278,0.0636,NA,NA,0.0751,NA,291.014068603516,16653332,13.7411422211163,WET
CZ-wet,2008-08-22,1.0053363300766531,FALSE,cLS,NA,0.3717,NA,NA,NA,0.1855,0.0751,296.83599243666663,292.398040771484,14980608,6.1927165809032,WET
CZ-wet,2008-08-23,1.031366443113471,FALSE,cLS,0.0416,0.3557,NA,NA,NA,0.1863,NA,290.76399230999994,289.325134277344,14005808,7.66390606932648,WET
CZ-wet,2008-08-24,1.0554115181349908,FALSE,cLS,0.0409,0.3542,0.0248,0.061,0.3164,0.1914,0.0752,289.55399475,287.815612792969,15042128,10.1692325357278,WET
CZ-wet,2008-08-25,1.0117494713845605,FALSE,cLS,0.0408,0.3543,NA,NA,0.3167,0.1917,0.0753,292.48532816666665,288.793243408203,14810626,11.6959425866061,WET
CZ-wet,2008-08-26,1.0292067071291595,FALSE,cLS,0.0434,0.3603,NA,0.0609,NA,0.1967,0.0781,291.0053253133334,290.40576171875,14606428,14.1886602259157,WET
CZ-wet,2008-08-27,1.0400838186659296,FALSE,cLS,0.0443,NA,NA,NA,0.3334,0.2066,NA,NA,292.250823974609,16094178,17.3759122218511,WET
CZ-wet,2008-08-28,1.018446693173648,FALSE,cLS,0.0451,0.3713,0.0257,0.0629,0.3385,0.2076,NA,298.93998715,292.302520751953,18043676,20.3499021811909,WET
CZ-wet,2008-08-29,1.0347883634209238,FALSE,cLS,0.0458,NA,NA,0.064,NA,0.2075,0.0801,288.70532735,290.080596923828,10481192,21.9563156329121,WET
CZ-wet,2008-09-01,1.028365649770436,FALSE,cLS,0.0423,0.3668,0.0243,NA,0.3333,0.2035,0.0782,289.7299957166667,290.584564208984,14868960,28.9268310618394,WET
CZ-wet,2008-09-03,1.0117720437522142,FALSE,cLS,0.0453,NA,0.0256,0.0607,NA,0.208,0.0822,NA,293.064117431641,18521534,32.1339392661381,WET
CZ-wet,2008-09-04,1.0097638823810855,FALSE,cLS,NA,0.3587,0.0256,0.0607,0.3406,0.2076,0.0822,NA,291.186492919922,9744912,33.6985927737694,WET
CZ-wet,2008-09-05,1.089019535566825,FALSE,cLS,0.0458,0.3479,0.0259,0.061,NA,0.2095,0.0833,296.0399933,293.162994384766,17113380,34.7831423782999,WET
CZ-wet,2008-09-06,1.011598839008634,FALSE,cLS,0.0475,NA,0.0287,0.0625,NA,0.2155,0.0868,302.3699951,295.001892089844,18264304,36.4958424948873,WET
CZ-wet,2008-09-07,1.022754467010104,FALSE,cLS,NA,0.3432,0.0286,0.0625,0.3423,0.2153,NA,NA,289.310974121094,5849252,30.6148838805631,WET
CZ-wet,2008-09-08,1.1129478158294557,FALSE,cLS,NA,0.3422,NA,0.0625,0.3412,0.2152,0.0868,292.0246622666666,288.893402099609,14208962,31.6930326214535,WET
CZ-wet,2008-09-09,1.0735331216873227,FALSE,cLS,0.0499,0.342,NA,0.0639,0.3448,0.2186,0.0903,298.3600006,290.085174560547,18119460,33.4093695745226,WET
CZ-wet,2008-09-10,1.0044605527413375,FALSE,cLS,0.0501,0.3411,0.03,0.064,0.3436,NA,0.0903,300.2599945,291.685852050781,17126852,33.5578490711982,WET
CZ-wet,2008-09-11,1.0365774870630506,FALSE,cLS,0.0501,0.337,NA,0.0642,0.3393,NA,0.0903,291.8999939,292.440704345703,13788834,34.7823456086331,WET
CZ-wet,2008-09-12,1.1715982994854284,FALSE,cLS,0.0502,0.3372,0.0301,0.0644,0.3388,0.222,0.0915,295.49998475,291.414123535156,15653816,36.3845379134516,WET
CZ-wet,2008-09-13,1.0771848195483948,FALSE,cLS,0.0503,0.3368,0.0301,NA,0.3375,0.2214,0.0914,NA,285.042724609375,16232176,38.0546759990265,WET
CZ-wet,2008-09-14,1.0333382062362677,FALSE,cLS,0.0498,NA,NA,0.0631,0.3365,0.2214,NA,284.5426605266667,281.323669433594,5906306,37.5354715990934,WET
CZ-wet,2008-09-15,1.0470945381178174,FALSE,cLS,0.0518,0.3311,NA,NA,0.3356,0.2241,0.0924,281.9773274766667,280.287567138672,1800370,0,WET
CZ-wet,2008-09-16,1.0632073435169866,FALSE,cLS,NA,NA,0.027,NA,0.3357,0.2243,NA,281.6099945066666,279.896148681641,5258292,0,WET
CZ-wet,2008-09-18,1.0148716220422471,FALSE,cLS,0.0529,0.3329,NA,NA,0.3351,0.2213,NA,NA,280.625518798828,10575838,2.16346959692805,WET
CZ-wet,2008-09-19,1.058049783431568,FALSE,cLS,0.04744,0.3217,0.02606,NA,0.3290066666666666,0.2104,0.09015999999999999,284.20866089,281.253753662109,10954070,3.50515890681287,WET
CZ-wet,2008-09-20,1.0248276899684978,FALSE,cLS,0.05144,NA,0.0298,0.061,NA,0.21,0.08383333333333333,282.4093292233334,280.98779296875,3763836,4.08863484728907,WET
CZ-wet,2008-09-21,1.022796680430294,FALSE,cLS,NA,0.3108,0.023799999999999998,0.0605,NA,0.2088,NA,283.5759928466667,281.603424072266,7637248,1.85991731396426,WET
CZ-wet,2008-09-22,1.034838684459863,FALSE,cLS,0.04206,NA,0.023559999999999998,0.0573,0.30516666666666664,0.2228,0.07198,282.1013275133334,281.337188720703,7638134,0.947336694013509,WET
CZ-wet,2008-09-23,1.0319106296423866,FALSE,cLS,0.04144,0.3206,NA,0.0571,0.3017533333333333,NA,NA,286.4499938833333,281.919647216797,9789554,2.57801528966215,WET
CZ-wet,2008-09-24,1.02201434007554,FALSE,cLS,0.046919999999999996,0.3193,NA,0.057,0.29652666666666666,NA,0.07071999999999999,281.4646606433333,281.677001953125,7140481,0,WET
CZ-wet,2008-09-25,1.0414433677007415,FALSE,cLS,0.040080000000000005,0.318,0.0257,0.0569,NA,NA,NA,NA,281.996063232422,4945883,0,WET
CZ-wet,2008-09-26,1.035785192695995,FALSE,cLS,0.038540000000000005,NA,0.022039999999999997,0.0568,0.29044,NA,0.07143333333333333,285.2819956466666,282.195281982422,8105015.5,1.5315391402338,WET
CZ-wet,2008-09-27,1.0949018571647804,FALSE,cLS,0.049188888888888886,NA,0.02848888888888889,0.0538,0.29076206896551726,32767,0.09023448275862068,284.01866250999996,283.054870605469,9284267,3.09523019874381,WET
CZ-wet,2008-09-28,1.116234805980184,FALSE,cLS,NA,0.3084,0.026039999999999997,0.0569,0.31756000000000006,NA,0.08326000000000003,289.80000305,283.240051269531,10797796,4.80771425440559,WET
CZ-wet,2008-09-29,1.0528952686179147,FALSE,cLS,0.044140000000000006,0.3085,NA,0.057,0.3069466666666667,0.2008,NA,NA,283.387756347656,13620978,6.48737259218659,WET
CZ-wet,2008-09-30,1.0348828113990474,FALSE,cLS,0.047200000000000006,0.3216,0.026739999999999996,NA,0.31555999999999995,0.2004,0.08417333333333334,NA,283.921722412109,9166975,6.02603475627403,WET
CZ-wet,2008-10-01,1.0344277735116825,FALSE,cLS,NA,0.3224,0.026680000000000002,0.0585,0.31338000000000005,0.2,0.08389333333333333,NA,284.855255126953,6640840,5.63951391264223,WET
CZ-wet,2008-10-02,1.0261740573728042,FALSE,cLS,0.04712,0.3226,NA,NA,NA,0.1997,0.09019333333333335,284.89332784000004,284.591033935547,6085839,4.79420424381143,WET
CZ-wet,2008-10-03,1.08509473396347,FALSE,cLS,NA,NA,NA,0.0597,0.3174933333333333,0.1993,0.07817333333333334,282.0179952,281.256622314453,4124415,0,WET
CZ-wet,2008-10-04,0.9756712974840064,FALSE,cLS,NA,0.3211,0.025979999999999996,0.0603,0.32536666666666664,0.1989,0.09085333333333331,284.65866189999997,279.933380126953,8986506,0.155927931745331,WET
CZ-wet,2008-10-05,1.0334149576624692,FALSE,cLS,NA,0.3209,0.0257,0.0623,0.3135,NA,0.0933,286.9600067,281.175903320312,13090244,0.651171500156222,WET
CZ-wet,2008-10-06,1.0124723713287682,FALSE,cLS,0.0499,NA,NA,0.0622,0.3155,0.2219,NA,285.11999511666664,284.795745849609,5224179,0,WET
CZ-wet,2008-10-07,1.0148846177781694,FALSE,cLS,0.0524,0.3326,0.0271,NA,0.3299,NA,0.1048,291.9400024,284.827484130859,7194347.5,0,WET
CZ-wet,2008-10-08,1.032413147007482,FALSE,cLS,0.0526,0.3318,0.0271,0.0671,0.329,NA,NA,288.22000125,284.467041015625,6867581.5,0.366358084692414,WET
CZ-wet,2008-10-09,1.019759637082653,FALSE,cLS,0.0527,NA,0.0271,0.067,0.3284,0.226,NA,NA,284.757781982422,7004448.5,0.450443094539976,WET
CZ-wet,2008-10-10,1.0140173957995686,FALSE,cLS,0.0527,0.3299,NA,NA,0.3278,0.226,0.104,NA,284.775634765625,4846134,0,WET
CZ-wet,2008-10-11,1.031253048572788,FALSE,cLS,NA,0.3076,0.0265,0.0638,0.3247,0.2216,0.1048,286.3146626733333,284.176116943359,10539502,0.613092410320909,WET
CZ-wet,2008-10-12,1.1331786640639274,FALSE,cLS,0.0526,0.3063,0.0265,0.0636,NA,0.2214,0.1045,NA,285.030548095703,11476348,1.23140232253546,WET
CZ-wet,2008-10-13,1.010015230587113,FALSE,cLS,NA,NA,NA,0.0634,0.3256,0.227,NA,NA,285.348724365234,11472544,1.85920452681527,WET
CZ-wet,2008-10-14,1.0094244442842104,FALSE,cLS,0.0545,0.3038,NA,0.0638,0.3194,NA,0.1066,285.70199584999995,286.35107421875,7466560,0.712073467817586,WET
CZ-wet,2008-10-15,1.0166789801820868,FALSE,cLS,0.0545,0.3024,NA,NA,0.3186,NA,NA,286.85266113000006,286.471038818359,6571546,0.406627222896776,WET
CZ-wet,2008-10-16,1.008126925472549,FALSE,cLS,NA,0.2965,0.03196,0.063,0.3064133333333333,0.227,NA,285.3773295033334,285.418884277344,3901526,0,WET
CZ-wet,2008-10-19,1.0288678283987431,FALSE,cLS,0.0548,NA,0.0267,0.0612,NA,0.2254,0.1058,284.6873311266666,280.3564453125,10857044,1.74311450805104,WET
CZ-wet,2008-10-20,1.1026193257350498,FALSE,cLS,0.055,0.2856,0.0265,NA,0.3075,0.2248,0.1071,NA,282.006500244141,10450426,2.37337945095188,WET
CZ-wet,2008-10-21,1.021387625887772,FALSE,cLS,0.0551,0.2753,NA,0.0593,0.303,0.2225,0.1074,NA,283.840972900391,10403772,3.00449674022754,WET
CZ-wet,2008-10-26,1.0972147067849476,FALSE,cLS,0.0556,0.2601,0.0276,0.0582,NA,0.2198,0.107,NA,279.086761474609,9414204,3.36280841360398,WET
CZ-wet,2008-10-27,1.031504071050982,FALSE,cLS,NA,NA,0.0316,NA,0.2991,0.2334,NA,282.73865966666665,281.912414550781,5710356,3.94458027475556,WET
CZ-wet,2008-10-28,1.0472746874807497,FALSE,cLS,NA,0.2732,0.0317,NA,0.2986,0.2331,NA,281.5299947066667,281.772583007812,3894180,0.397523723985291,WET
CZ-wet,2008-10-31,1.0391582419593923,FALSE,cLS,NA,NA,0.03698,0.0686,0.2958,NA,0.1111,281.2299957,280.062286376953,8087804,0.539959253773353,WET
CZ-wet,2008-11-01,1.020738362345291,FALSE,cLS,0.0709,0.271,0.033960000000000004,0.0687,0.2951,0.2278,0.1111,NA,284.134521484375,8276196,0.419565875936304,WET
CZ-wet,2008-11-02,1.0210656238184512,FALSE,cLS,0.0708,0.2714,0.03154,0.0687,NA,0.2274,0.1111,283.3026621466667,283.81103515625,2998668,0,WET
CZ-wet,2008-11-03,1.0350982472553514,FALSE,cLS,0.0707,0.2717,0.033440000000000004,0.0688,0.2939,0.227,0.1112,285.69000245,283.729156494141,7024320,0,WET
CZ-wet,2008-11-04,1.022757024808682,FALSE,cLS,NA,0.2786,0.03238,0.0677,NA,NA,0.09962000000000001,281.08266295,283.567199707031,6681784,0,WET
CZ-wet,2008-11-05,1.0310555999491522,FALSE,cLS,NA,0.2779,0.03112,NA,0.3027733333333334,0.2574,0.10901333333333334,NA,285.686431884766,7567580,0,WET
CZ-wet,2008-11-06,1.0183143707091808,FALSE,cLS,NA,0.2773,0.03538,0.0674,NA,0.2565,0.11136000000000003,281.95932718666666,283.811187744141,7111456,0,WET
CZ-wet,2008-11-07,1.0279936968671592,FALSE,cLS,0.055200000000000006,0.2766,0.02866,NA,0.2891000000000001,0.2556,0.10979999999999998,283.1379964133334,284.204833984375,2771908,0,WET
CZ-wet,2008-11-09,1.0171160994974178,FALSE,cLS,0.0664,NA,NA,0.0641,NA,0.2492,0.12349333333333333,279.30999755,279.925720214844,7412732,0,WET
CZ-wet,2008-11-10,1.027084304136069,FALSE,cLS,0.06822,0.2304,0.033639999999999996,NA,0.27342,NA,0.13058666666666666,283.1206624266667,280.963714599609,6990658,0,WET
CZ-wet,2008-11-11,1.0419568832062531,FALSE,cLS,0.06761999999999999,0.2291,0.03156,0.0636,0.26946,0.2471,0.12146,278.7779937633333,280.322265625,6509650,0,WET
CZ-wet,2008-11-12,1.0344798257996886,FALSE,cLS,0.06444000000000001,0.203,0.03364,0.0599,0.25716666666666665,0.2416,NA,278.33932799666667,279.477752685547,1165874,0,WET
CZ-wet,2008-11-13,1.0303734171093524,FALSE,cLS,0.06486,0.2025,NA,NA,0.25922666666666666,0.2407,NA,NA,278.548736572266,1631736,0,WET
CZ-wet,2008-11-15,1.036573292200401,FALSE,cLS,0.07252,NA,0.032,0.0595,0.2667266666666667,NA,0.13651333333333332,282.7899933,277.979644775391,4955648,0,WET
CZ-wet,2009-03-15,0.9843145886399596,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,NA,0.18389655172413796,32767,0.03489655172413793,278.53399657333335,278.411468505859,7042441.5,0,WET
CZ-wet,2009-03-16,0.9291510051277448,FALSE,cLS,0.6416333333333333,32767,0.5824666666666666,32767,0.18389655172413796,NA,NA,280.1613260866667,278.364532470703,8157480,0,WET
CZ-wet,2009-03-23,1.0003623932267018,FALSE,cLS,0.6416333333333333,32767,NA,32767,0.18389655172413796,32767,0.03489655172413793,NA,277.858551025391,7590732,0,WET
CZ-wet,2009-03-27,0.9000403179324279,FALSE,cLS,0.0833,0.2043,0.0397,0.069,0.2478,0.2427,0.1309,285.53666076999997,279.320068359375,13689288,0,WET
CZ-wet,2009-03-28,0.8850685931213517,FALSE,cLS,0.0825,NA,NA,0.0685,0.2491,NA,0.1302,NA,281.985931396484,17732662,0,WET
CZ-wet,2009-03-30,0.958304107066584,FALSE,cLS,0.0777,0.2217,NA,0.0679,0.2621,0.2397,NA,280.53732909666667,278.034942626953,7682318,0,WET
CZ-wet,2009-04-01,0.990825077783152,FALSE,cLS,0.0766,NA,NA,NA,NA,0.2439,0.1305,279.8226582766666,281.668609619141,7279588,0,WET
CZ-wet,2009-04-02,0.8874125700092186,TRUE,cLS,0.0771,0.2304,0.0392,0.069,0.2705,0.2453,0.1313,289.719986,283.815399169922,19459264,0,WET
CZ-wet,2009-04-03,0.8941381283192704,TRUE,cLS,0.0769,NA,0.0387,0.0693,0.2812,0.248,0.132,293.9299927,285.391174316406,19126730,0,WET
CZ-wet,2009-04-04,0.8957123746003139,TRUE,cLS,0.0774,0.2386,0.039,0.0697,NA,0.2474,NA,NA,285.709320068359,16534264,0,WET
CZ-wet,2009-04-05,0.9267178689350748,TRUE,cLS,NA,NA,0.038,0.0688,NA,NA,0.1321,NA,284.843841552734,15958484,0,WET
CZ-wet,2009-04-06,0.9293955274784446,FALSE,cLS,NA,0.2464,0.0384,0.0692,0.292,0.246,0.1327,293.3999939,285.376129150391,18165486,0,WET
CZ-wet,2009-04-07,0.8901796827023697,FALSE,cLS,0.0749,0.2529,0.038,0.0695,0.2983,0.2472,0.133,296.06999205,286.664367675781,20070210,0,WET
CZ-wet,2009-04-08,0.907471184813332,TRUE,cLS,0.0738,0.2614,0.0377,0.0698,NA,0.2478,0.1311,293.5700073,287.107360839844,19333924,0,WET
CZ-wet,2009-04-11,0.8976533794190572,TRUE,cLS,0.0744,0.263,0.0381,NA,0.308,0.2495,NA,NA,287.653167724609,21910360,0,WET
CZ-wet,2009-04-12,0.9475306061859344,FALSE,cLS,0.0727,NA,NA,NA,NA,0.2491,NA,NA,286.9267578125,20151358,2.55153013189515,WET
CZ-wet,2009-04-13,0.951884983459774,FALSE,cLS,NA,NA,0.0377,0.0702,0.3165,0.2488,0.1316,297.1199951,285.817596435547,20745142,4.89071809832157,WET
CZ-wet,2009-04-14,0.9743110645189772,FALSE,cLS,0.0697,0.292,0.0362,0.0701,0.3263,0.2483,0.1277,295.59999085000004,285.768005371094,21836872,7.44252055112032,WET
CZ-wet,2009-04-15,1.0061005344166256,FALSE,cLS,0.0673,0.2963,0.0354,0.0693,0.3262,NA,0.1239,297.58999635,286.221710205078,22957286,10.0096901538183,WET
CZ-wet,2009-04-16,0.9807906319665164,FALSE,cLS,0.0664,0.3032,NA,NA,0.3309,0.2459,NA,293.26998905,287.183959960938,21817514,12.5444005199804,WET
CZ-wet,2009-04-17,0.9827162284428816,FALSE,cLS,0.0647,0.3135,0.0353,0.0697,NA,NA,NA,287.23666177999996,282.530364990234,9282752,9.01580745615982,WET
CZ-wet,2009-04-18,0.9752250835183583,FALSE,cLS,0.0638,NA,NA,0.0689,NA,0.2392,0.1172,292.17799377000006,283.100982666016,19634984,10.6281914890831,WET
CZ-wet,2009-04-19,1.0544930471249578,FALSE,cLS,0.0626,0.3225,NA,0.0707,0.3341,0.2351,NA,292.3300018,284.528259277344,20221402,12.9596907764757,WET
CZ-wet,2009-04-20,0.9864009880893796,FALSE,cLS,0.0625,0.3196,0.0359,0.0703,0.3325,0.2346,0.1121,NA,285.840057373047,18504834,13.346721241538,WET
CZ-wet,2009-04-21,1.1102012518053004,FALSE,cLS,0.0598,0.3431,0.0356,NA,0.3458,0.2328,0.1072,296.34999085000004,285.436096191406,24077444,15.9285773610422,WET
CZ-wet,2009-04-22,1.11379284324357,FALSE,cLS,0.0587,0.3368,NA,0.0707,0.3407,NA,0.1058,NA,284.703796386719,21553748,15.9148590237555,WET
CZ-wet,2009-04-23,0.9909640518542604,FALSE,cLS,0.0582,NA,0.0349,0.071,0.3416,0.2279,0.1043,288.74199625333335,280.516998291016,17280826,17.0871507649959,WET
CZ-wet,2009-04-24,1.0255552037380171,FALSE,cLS,0.0571,NA,NA,NA,0.3405,0.2267,0.1027,294.49998475,283.905822753906,16284036,19.1097008431044,WET
CZ-wet,2009-04-25,1.0857150431082987,FALSE,cLS,0.0543,0.3466,NA,0.0689,0.3409,0.2236,0.0994,296.0699921,286.632598876953,22851560,21.6195118709526,WET
CZ-wet,2009-04-26,1.0433560918119569,FALSE,cLS,0.0533,NA,0.0325,0.0687,NA,NA,0.0953,NA,287.736633300781,23851696,24.2025649755244,WET
CZ-wet,2009-04-27,1.035836485423146,FALSE,cLS,0.0533,NA,NA,0.0688,NA,0.2132,0.0952,290.5399933,288.082122802734,23136068,26.7864757831674,WET
CZ-wet,2009-04-28,1.0579035161580717,FALSE,cLS,0.0533,NA,0.0324,0.0688,0.3339,0.2132,0.0952,295.3599854,287.029388427734,21121738,29.3703977782773,WET
CZ-wet,2009-04-29,1.0056551424095352,FALSE,cLS,NA,0.345,0.0323,0.0689,0.334,0.2129,0.0951,NA,284.023834228516,12336340,23.325820480988,WET
CZ-wet,2009-04-30,0.9908275265308628,FALSE,cLS,NA,0.3436,0.0332,0.0695,NA,0.208,NA,292.42799377,284.312530517578,15761124,21.9391091513002,WET
CZ-wet,2009-05-01,0.993647175396028,FALSE,cLS,NA,0.3515,NA,0.0702,NA,0.2063,0.0906,NA,285.585784912109,19963022,23.6417728465575,WET
